ACT_SELFHOST_LEXER02_SCALAR_CASES=40
OK   dec_0 kind=1 end=1 i64=0x0 f64=0x0000000000000000 ishex=0 err=0
OK   dec_1 kind=1 end=1 i64=0x1 f64=0x0000000000000000 ishex=0 err=0
OK   dec_9 kind=1 end=1 i64=0x9 f64=0x0000000000000000 ishex=0 err=0
OK   dec_10 kind=1 end=2 i64=0xa f64=0x0000000000000000 ishex=0 err=0
OK   dec_42 kind=1 end=2 i64=0x2a f64=0x0000000000000000 ishex=0 err=0
OK   dec_123456789 kind=1 end=9 i64=0x75bcd15 f64=0x0000000000000000 ishex=0 err=0
OK   hex_0x0 kind=1 end=3 i64=0x0 f64=0x0000000000000000 ishex=1 err=0
OK   hex_0x1 kind=1 end=3 i64=0x1 f64=0x0000000000000000 ishex=1 err=0
OK   hex_0x7f kind=1 end=4 i64=0x7f f64=0x0000000000000000 ishex=1 err=0
OK   hex_0XFF kind=1 end=4 i64=0xff f64=0x0000000000000000 ishex=1 err=0
OK   hex_0xdeadbeef kind=1 end=10 i64=0xdeadbeef f64=0x0000000000000000 ishex=1 err=0
OK   hex_0XDEADBEEF kind=1 end=10 i64=0xdeadbeef f64=0x0000000000000000 ishex=1 err=0
OK   hex_0x_empty kind=1 end=2 i64=0x0 f64=0x0000000000000000 ishex=1 err=0
OK   hex_0xG kind=1 end=2 i64=0x0 f64=0x0000000000000000 ishex=1 err=0
OK   flt_0_0 kind=2 end=3 i64=0x0 f64=0x0000000000000000 ishex=0 err=0
OK   flt_1_0 kind=2 end=3 i64=0x0 f64=0x3ff0000000000000 ishex=0 err=0
OK   flt_1_ kind=2 end=2 i64=0x0 f64=0x3ff0000000000000 ishex=0 err=0
OK   flt_123_456 kind=2 end=7 i64=0x0 f64=0x405edd2f1a9fbe77 ishex=0 err=0
OK   exp_1e2_i64 kind=1 end=3 i64=0x1 f64=0x0000000000000000 ishex=0 err=0
OK   exp_1e_neg kind=1 end=2 i64=0x1 f64=0x0000000000000000 ishex=0 err=0
OK   chr_a kind=3 end=3 i64=0x61 f64=0x0000000000000000 ishex=0 err=0
OK   chr_0 kind=3 end=3 i64=0x30 f64=0x0000000000000000 ishex=0 err=0
OK   chr_sp kind=3 end=3 i64=0x20 f64=0x0000000000000000 ishex=0 err=0
OK   chr_nl kind=3 end=4 i64=0xa f64=0x0000000000000000 ishex=0 err=0
OK   chr_cr kind=3 end=4 i64=0xd f64=0x0000000000000000 ishex=0 err=0
OK   chr_tab kind=3 end=4 i64=0x9 f64=0x0000000000000000 ishex=0 err=0
OK   chr_bsl kind=3 end=4 i64=0x5c f64=0x0000000000000000 ishex=0 err=0
OK   chr_sq kind=3 end=4 i64=0x27 f64=0x0000000000000000 ishex=0 err=0
OK   chr_dq kind=3 end=4 i64=0x22 f64=0x0000000000000000 ishex=0 err=0
OK   chr_x41 kind=3 end=6 i64=0x41 f64=0x0000000000000000 ishex=0 err=0
OK   chr_overflow kind=3 end=12 i64=0x6867666564636261 f64=0x0000000000000000 ishex=0 err=3
OK   chr_unterm kind=3 end=5 i64=0x636261 f64=0x0000000000000000 ishex=0 err=2
OK   nz_xx123 kind=1 end=5 i64=0x7b f64=0x0000000000000000 ishex=0 err=0
OK   nz_xx0xff kind=1 end=6 i64=0xff f64=0x0000000000000000 ishex=1 err=0
OK   nz_xx1_5 kind=2 end=5 i64=0x0 f64=0x3ff8000000000000 ishex=0 err=0
OK   nz_xx_a_ kind=3 end=5 i64=0x61 f64=0x0000000000000000 ishex=0 err=0
OK   nas_id kind=0 end=0 i64=0x0 f64=0x0000000000000000 ishex=0 err=0
OK   nas_op kind=0 end=0 i64=0x0 f64=0x0000000000000000 ishex=0 err=0
OK   nas_str kind=0 end=0 i64=0x0 f64=0x0000000000000000 ishex=0 err=0
OK   eof_cursor kind=0 end=2 i64=0x0 f64=0x0000000000000000 ishex=0 err=0
ACT_SELFHOST_LEXER02_SCALAR_PASS=40
ACT_SELFHOST_LEXER02_SCALAR_FAIL=0
STATUS=PASS
